id,target
955,2
956,2
957,1
958,6
959,4
960,4
961,4
962,4
963,5
964,5
965,8
966,2
967,2
968,2
969,2
970,2
971,5
972,7
973,8
974,6
975,2
976,8
977,1
978,2
979,8
980,5
981,2
982,4
983,3
984,5
985,4
986,4
987,1
988,8
989,7
990,4
991,2
992,5
993,1
994,8
995,1
996,6
997,8
998,6
999,8
1000,6
1001,6
1002,3
1003,1
1004,1
1005,6
1006,6
1007,4
1008,5
1009,4
1010,7
1011,8
1012,5
1013,3
1014,8
1015,6
1016,6
1017,4
1018,7
1019,1
1020,6
1021,5
1022,2
1023,5
1024,8
1025,8
1026,5
1027,6
1028,7
1029,1
1030,2
1031,6
1032,1
1033,8
1034,3
1035,2
1036,6
1037,4
1038,4
1039,1
1040,8
1041,3
1042,8
1043,2
1044,3
1045,8
1046,7
1047,8
1048,6
1049,7
1050,6
1051,5
1052,4
1053,7
1054,3
1055,8
1056,8
1057,6
1058,8
1059,6
1060,3
1061,6
1062,3
1063,7
1064,1
1065,2
1066,3
1067,8
1068,7
1069,7
1070,3
1071,4
1072,4
1073,3
1074,5
1075,7
1076,8
1077,7
1078,6
1079,1
1080,1
1081,7
1082,7
1083,5
1084,8
1085,7
1086,3
1087,5
1088,4
1089,6
1090,1
1091,2
1092,4
1093,3
1094,4
1095,2
1096,3
1097,1
1098,7
1099,8
1100,3
1101,8
1102,8
1103,2
1104,3
1105,2
1106,2
1107,1
1108,5
1109,6
1110,8
1111,1
1112,8
1113,3
1114,8
1115,8
1116,6
1117,2
1118,2
1119,7
1120,7
1121,6
1122,6
1123,6
1124,4
1125,2
1126,8
1127,6
1128,5
1129,8
1130,8
1131,3
1132,5
1133,6
1134,7
1135,3
1136,4
1137,6
1138,3
1139,8
1140,7
1141,6
1142,1
1143,4
1144,4
1145,6
1146,3
1147,8
1148,3
1149,8
1150,1
1151,4
1152,7
1153,6
1154,4
1155,8
1156,8
1157,4
1158,4
1159,7
1160,1
1161,8
1162,1
1163,7
1164,4
1165,7
1166,8
1167,4
1168,3
1169,5
1170,3
1171,3
1172,1
1173,7
1174,1
1175,7
1176,7
1177,7
1178,7
1179,3
1180,5
1181,3
1182,8
1183,7
1184,4
1185,2
1186,4
1187,7
1188,3
1189,3
1190,8
1191,5
1192,6
1193,7
1194,6
1195,5
1196,8
1197,1
1198,6
1199,1
1200,1
1201,4
1202,2
1203,1
1204,2
1205,7
1206,1
1207,6
1208,8
1209,8
1210,5
1211,3
1212,3
1213,3
1214,2
1215,4
1216,5
1217,8
1218,5
1219,5
1220,6
1221,6
1222,4
1223,4
1224,5
1225,1
1226,6
1227,4
1228,4
1229,3
1230,1
1231,1
1232,5
1233,6
1234,2
1235,5
1236,1
1237,3
1238,7
1239,6
1240,6
1241,6
1242,5
1243,6
1244,4
1245,8
1246,8
1247,1
1248,3
1249,6
1250,8
1251,6
1252,5
1253,7
1254,5
1255,8
1256,1
1257,1
1258,7
1259,4
1260,8
1261,5
1262,1
1263,3
1264,4
1265,6
1266,4
1267,7
1268,3
1269,5
1270,2
1271,5
1272,1
1273,1
1274,4
1275,1
1276,4
1277,6
1278,4
1279,5
1280,2
1281,5
1282,4
1283,8
1284,3
1285,1
1286,7
1287,4
1288,1
1289,1
1290,7
1291,3
1292,7
1293,6
1294,4
1295,5
1296,7
1297,5
1298,4
1299,5
1300,4
1301,1
1302,7
1303,2
1304,5
1305,1
1306,5
1307,8
1308,1
1309,3
1310,7
1311,2
1312,7
1313,7
1314,8
1315,4
1316,3
1317,7
1318,3
1319,5
1320,1
1321,7
1322,6
1323,5
1324,2
1325,7
1326,5
1327,2
1328,3
1329,4
1330,7
1331,7
1332,3
1333,1
1334,1
1335,4
1336,8
1337,8
1338,7
1339,5
1340,4
1341,7
1342,1
1343,1
1344,6
1345,7
1346,7
1347,3
1348,6
1349,5
1350,4
1351,1
1352,2
1353,8
1354,1
1355,5
1356,2
1357,4
1358,5
1359,5
1360,1
1361,1
1362,7
1363,5
1364,4
1365,1
1366,7
1367,1
1368,5
1369,7
1370,7
1371,4
1372,6
1373,5
1374,6
1375,4
1376,8
1377,6
1378,2
1379,8
1380,6
1381,6
1382,3
1383,6
1384,4
1385,3
1386,6
1387,4
1388,6
1389,4
1390,5
1391,8
1392,5
1393,3
1394,2
1395,2
1396,2
1397,1
1398,8
1399,8
1400,8
1401,2
1402,8
1403,6
1404,8
1405,8
1406,3
1407,1
1408,7
1409,7
1410,4
1411,7
1412,3
1413,2
1414,8
1415,4
1416,3
1417,6
1418,1
1419,1
1420,4
1421,5
1422,8
1423,5
1424,5
1425,3
1426,2
1427,7
1428,6
1429,7
1430,1
1431,7
1432,1
1433,4
1434,6
1435,8
1436,4
1437,4
1438,5
1439,6
1440,3
1441,2
1442,3
1443,1
1444,2
1445,6
1446,4
1447,6
1448,8
1449,8
1450,1
1451,4
1452,2
1453,7
1454,6
1455,6
1456,4
1457,3
1458,6
1459,4
1460,5
1461,1
1462,8
1463,8
1464,3
1465,3
1466,1
1467,6
1468,6
1469,1
1470,5
1471,6
1472,4
1473,5
1474,3
1475,6
1476,7
1477,5
1478,5
1479,3
1480,1
1481,5
1482,5
1483,2
1484,3
1485,3
1486,3
1487,3
1488,6
1489,8
1490,3
1491,3
1492,7
1493,1
1494,2
1495,8
1496,1
1497,7
1498,3
1499,5
1500,1
1501,1
1502,7
1503,7
1504,4
1505,8
1506,1
1507,1
1508,4
1509,3
1510,4
1511,4
1512,8
1513,8
1514,1
1515,2
1516,2
1517,3
1518,3
1519,7
1520,5
1521,7
1522,6
1523,3
1524,7
1525,5
1526,8
1527,5
1528,8
1529,8
1530,3
1531,1
1532,3
1533,3
1534,7
1535,7
1536,2
1537,2
1538,5
1539,2
1540,1
1541,2
1542,5
1543,3
1544,3
1545,2
1546,1
1547,8
1548,1
1549,3
1550,5
1551,8
1552,7
1553,2
1554,1
1555,2
1556,7
1557,1
1558,3
1559,6
1560,6
1561,3
1562,2
1563,8
1564,4
1565,8
1566,7
1567,5
1568,6
1569,3
1570,5
1571,2
1572,6
1573,2
1574,4
1575,4
1576,3
1577,6
1578,5
1579,7
1580,4
1581,6
1582,8
1583,2
1584,6
1585,2
1586,3
1587,5
1588,4
1589,4
1590,8
1591,3
1592,7
1593,7
1594,7
1595,8
1596,4
1597,2
1598,4
1599,2
1600,4
1601,7
1602,6
1603,8
1604,1
1605,1
1606,5
1607,3
1608,1
1609,8
1610,7
1611,6
1612,4
1613,6
1614,6
1615,8
1616,5
1617,7
1618,1
1619,8
1620,6
1621,4
1622,1
1623,6
1624,7
1625,3
1626,5
1627,2
1628,8
1629,6
1630,4
1631,1
1632,2
1633,7
1634,4
1635,8
1636,4
1637,3
1638,4
1639,3
1640,6
1641,2
1642,6
1643,7
1644,5
1645,5
1646,7
1647,7
1648,8
1649,2
1650,3
1651,4
1652,3
1653,3
1654,1
1655,8
1656,1
1657,7
1658,5
1659,3
1660,1
1661,3
1662,5
1663,2
1664,6
1665,8
1666,1
1667,8
1668,5
1669,3
1670,2
1671,4
1672,6
1673,8
1674,2
1675,1
1676,3
1677,3
1678,4
1679,5
1680,3
1681,5
1682,5
1683,2
1684,8
1685,1
1686,6
1687,4
1688,2
1689,6
1690,8
1691,3
1692,5
1693,2
1694,7
1695,3
1696,1
1697,5
1698,6
1699,5
1700,4
1701,8
1702,8
1703,4
1704,6
1705,4
1706,6
1707,7
1708,5
1709,2
1710,7
1711,4
1712,6
1713,4
1714,4
1715,8
1716,2
1717,8
1718,7
1719,4
1720,6
1721,4
1722,7
1723,6
1724,2
1725,8
1726,5
1727,2
1728,5
1729,7
1730,8
1731,8
1732,2
1733,4
1734,7
1735,2
1736,8
1737,8
1738,7
1739,1
1740,8
1741,4
1742,4
1743,6
1744,4
1745,4
1746,5
1747,1
1748,5
1749,7
1750,6
1751,3
1752,7
1753,8
1754,7
1755,7
1756,6
1757,3
1758,5
1759,1
1760,6
1761,5
1762,5
1763,2
1764,4
1765,5
1766,4
1767,8
1768,6
1769,5
1770,6
1771,1
1772,6
1773,3
1774,4
1775,6
1776,5
1777,6
1778,3
1779,3
1780,7
1781,3
1782,7
1783,3
1784,8
1785,1
1786,3
1787,6
1788,5
1789,2
1790,3
1791,3
1792,5
1793,8
1794,1
1795,4
1796,4
1797,4
1798,5
1799,2
1800,7
1801,6
1802,3
1803,2
1804,6
1805,7
1806,6
1807,6
1808,5
1809,5
1810,7
1811,8
1812,6
1813,2
1814,6
1815,1
1816,4
1817,4
1818,7
1819,5
1820,5
1821,4
1822,2
1823,1
1824,3
1825,8
1826,4
1827,2
1828,4
1829,5
1830,5
1831,3
1832,7
1833,5
1834,5
1835,3
1836,4
1837,2
1838,3
1839,8
1840,1
1841,8
1842,6
1843,5
1844,7
1845,2
1846,6
1847,1
1848,7
1849,3
1850,7
1851,6
1852,7
1853,6
1854,3
1855,4
1856,7
1857,6
1858,7
1859,8
1860,3
1861,1
1862,1
1863,2
1864,1
1865,8
1866,1
1867,3
1868,7
1869,8
1870,8
1871,5
1872,1
1873,4
1874,4
1875,7
1876,1
1877,6
1878,8
1879,7
1880,5
1881,8
1882,3
1883,5
1884,5
1885,5
1886,8
1887,7
1888,3
1889,6
1890,8
1891,1
1892,4
1893,3
1894,8
1895,4
1896,5
1897,1
1898,4
1899,5
1900,2
1901,6
1902,5
1903,7
1904,8
1905,7
1906,6
1907,8
1908,8
1909,7
1910,1
1911,6
1912,4
1913,4
1914,1
1915,1
1916,5
1917,6
1918,8
1919,7
1920,6
1921,3
1922,3
1923,7
1924,4
1925,8
1926,3
1927,5
1928,4
1929,5
1930,6
1931,7
1932,6
1933,2
1934,3
1935,6
1936,2
1937,1
1938,7
1939,7
1940,5
1941,6
1942,4
1943,7
1944,1
1945,7
1946,7
1947,2
1948,7
1949,8
1950,7
1951,8
1952,5
1953,7
1954,8
1955,7
1956,8
1957,5
1958,6
1959,2
1960,6
1961,7
1962,6
1963,2
1964,3
1965,3
1966,8
1967,2
1968,7
1969,6
1970,8
1971,3
1972,8
1973,6
1974,7
1975,1
1976,7
1977,3
1978,5
1979,4
1980,5
1981,8
1982,4
1983,2
1984,7
1985,3
1986,8
1987,5
1988,3
1989,3
1990,1
1991,1
1992,6
1993,7
1994,4
1995,6
1996,7
1997,4
1998,1
1999,7
2000,5
2001,1
2002,2
2003,2
2004,1
2005,2
2006,1
2007,8
2008,8
2009,8
2010,2
2011,8
2012,4
2013,6
2014,6
2015,2
2016,6
2017,1
2018,1
2019,4
2020,6
2021,2
2022,7
2023,5
2024,2
2025,5
2026,4
2027,5
2028,2
2029,3
2030,7
2031,2
2032,5
2033,4
2034,6
2035,3
2036,7
2037,1
2038,3
2039,3
2040,3
2041,4
2042,6
2043,3
2044,6
2045,7
2046,4
2047,8
2048,4
2049,1
2050,5
2051,4
2052,3
2053,4
2054,2
2055,7
2056,1
2057,1
2058,2
2059,5
2060,4
2061,1
2062,5
2063,8
2064,6
2065,4
2066,7
2067,4
2068,3
2069,7
2070,1
2071,6
2072,1
2073,5
2074,7
2075,6
2076,7
2077,4
2078,2
2079,8
2080,6
2081,4
2082,5
2083,2
2084,7
2085,3
2086,4
2087,5
2088,1
2089,1
2090,3
2091,6
2092,6
2093,5
2094,6
2095,6
2096,2
2097,7
2098,8
2099,5
2100,2
2101,8
2102,7
2103,8
2104,2
2105,8
2106,7
2107,6
2108,7
2109,4
2110,5
2111,8
2112,3
2113,5
2114,5
2115,7
2116,2
2117,2
2118,1
2119,4
2120,2
2121,8
2122,6
2123,8
2124,1
2125,8
2126,4
2127,2
2128,6
2129,1
2130,5
2131,4
2132,6
2133,6
2134,3
2135,4
2136,1
2137,8
2138,8
2139,7
2140,2
2141,2
2142,3
2143,8
2144,5
2145,6
2146,6
2147,4
2148,3
2149,6
2150,5
2151,6
2152,2
2153,5
2154,4
2155,6
2156,3
2157,3
2158,7
2159,8
2160,7
2161,8
2162,4
2163,5
2164,5
2165,6
2166,2
2167,2
2168,4
2169,4
2170,6
2171,6
2172,6
2173,3
2174,2
2175,1
2176,5
2177,2
2178,3
2179,6
2180,6
2181,2
2182,8
2183,3
2184,6
2185,7
2186,5
2187,3
2188,7
2189,3
2190,1
2191,1
2192,7
2193,3
2194,6
2195,6
2196,6
2197,2
2198,4
2199,8
2200,5
2201,7
2202,5
2203,1
2204,3
2205,8
2206,1
2207,8
2208,7
2209,7
2210,6
2211,7
2212,2
2213,7
2214,4
2215,3
2216,7
2217,6
2218,8
2219,1
2220,8
2221,2
2222,4
2223,6
2224,4
2225,5
2226,7
2227,2
2228,7
2229,4
2230,1
2231,4
2232,7
2233,8
2234,4
2235,7
2236,4
2237,4
2238,6
2239,1
2240,3
2241,3
2242,2
2243,5
2244,6
2245,5
2246,7
2247,1
2248,2
2249,1
2250,3
2251,3
2252,2
2253,1
2254,2
2255,5
2256,2
2257,6
2258,3
2259,1
2260,2
2261,2
2262,1
2263,8
2264,3
2265,5
2266,2
2267,5
2268,5
2269,8
2270,2
2271,1
2272,4
2273,5
2274,6
2275,6
2276,5
2277,2
2278,5
2279,8
2280,1
2281,2
2282,3
2283,5
2284,3
2285,3
2286,3
2287,7
2288,7
2289,8
2290,6
2291,3
2292,6
2293,8
2294,3
2295,8
2296,5
2297,5
2298,8
2299,5
2300,2
2301,3
2302,6
2303,4
2304,2
2305,4
2306,4
2307,3
2308,6
2309,7
2310,2
2311,8
2312,8
2313,7
2314,4
2315,1
2316,6
2317,5
2318,1
2319,7
2320,5
2321,1
2322,8
2323,2
2324,8
2325,6
2326,3
2327,1
2328,7
2329,2
2330,2
2331,4
2332,8
2333,6
2334,4
2335,5
2336,2
2337,3
2338,1
2339,1
2340,4
2341,6
2342,6
2343,2
2344,8
2345,2
2346,1
2347,2
2348,6
2349,7
2350,4
2351,3
2352,5
2353,3
2354,3
2355,3
2356,7
2357,7
2358,5
2359,2
2360,1
2361,4
2362,5
2363,6
2364,2
2365,7
2366,2
2367,6
2368,7
2369,1
2370,6
2371,7
2372,7
2373,8
2374,8
2375,8
2376,2
2377,7
2378,6
2379,1
2380,4
2381,2
2382,8
2383,6
2384,2
2385,8
2386,1
2387,1
2388,5
2389,8
2390,5
2391,5
2392,1
2393,1
2394,2
2395,8
2396,4
2397,6
2398,4
2399,6
2400,7
2401,5
2402,6
2403,1
2404,7
2405,3
2406,1
2407,1
2408,8
2409,5
2410,4
2411,5
2412,4
2413,3
2414,5
2415,2
2416,2
2417,4
2418,4
2419,8
2420,1
2421,6
2422,6
2423,2
2424,4
2425,8
2426,1
2427,3
2428,5
2429,8
2430,8
2431,1
2432,6
2433,5
2434,4
2435,2
2436,3
2437,2
2438,4
2439,8
2440,6
2441,7
2442,2
2443,6
2444,4
2445,6
2446,3
2447,6
2448,5
2449,7
2450,1
2451,6
2452,5
2453,4
2454,2
2455,8
2456,3
2457,2
2458,8
2459,2
2460,6
2461,3
2462,2
2463,7
2464,1
2465,8
2466,5
2467,6
2468,8
2469,7
2470,1
2471,6
2472,8
2473,2
2474,8
2475,8
2476,6
2477,4
2478,8
2479,4
2480,8
2481,4
2482,3
2483,5
2484,3
2485,3
2486,4
2487,2
2488,4
2489,5
2490,4
2491,4
2492,3
2493,2
2494,8
2495,5
2496,2
2497,6
2498,7
2499,3
2500,1
2501,6
2502,5
2503,8
2504,2
2505,4
2506,4
2507,1
2508,5
2509,5
2510,1
2511,4
2512,2
2513,5
2514,2
2515,7
2516,8
2517,4
2518,6
2519,5
2520,6
2521,4
2522,5
2523,5
2524,4
2525,2
2526,4
2527,2
2528,3
2529,3
2530,1
2531,8
2532,2
2533,6
2534,7
2535,8
2536,4
2537,2
2538,4
2539,3
2540,6
2541,7
2542,1
2543,5
2544,6
2545,7
2546,6
2547,8
2548,5
2549,3
2550,8
2551,7
2552,1
2553,6
2554,6
2555,3
2556,2
2557,7
2558,5
2559,2
2560,3
2561,1
2562,2
2563,2
2564,4
2565,6
2566,3
2567,6
2568,5
2569,1
2570,5
2571,8
2572,6
2573,6
2574,5
2575,3
2576,5
2577,6
2578,4
2579,5
2580,6
2581,6
2582,7
2583,8
2584,4
2585,3
2586,6
2587,6
2588,3
2589,5
2590,2
2591,1
2592,7
2593,7
2594,1
2595,4
2596,4
2597,8
2598,4
2599,3
2600,3
2601,7
2602,3
2603,5
2604,3
2605,1
2606,3
2607,8
2608,6
2609,8
2610,6
2611,5
2612,3
2613,3
2614,2
2615,3
2616,7
2617,1
2618,7
2619,4
2620,7
2621,1
2622,1
2623,3
2624,6
2625,8
2626,6
2627,1
2628,2
2629,2
2630,4
2631,6
2632,4
2633,7
2634,1
2635,1
2636,2
2637,4
2638,3
2639,2
2640,2
2641,3
2642,1
2643,3
2644,4
2645,2
2646,7
2647,8
2648,5
2649,5
2650,7
2651,1
2652,1
2653,1
2654,8
2655,5
2656,8
2657,1
2658,3
2659,6
2660,4
2661,2
2662,2
2663,6
2664,4
2665,1
2666,2
2667,2
2668,5
2669,4
2670,3
2671,7
2672,4
2673,6
2674,3
2675,1
2676,8
2677,3
2678,6
2679,8
2680,4
2681,7
2682,7
2683,3
2684,3
2685,1
2686,4
2687,5
2688,6
2689,3
2690,6
2691,7
2692,8
2693,5
2694,8
2695,3
2696,3
2697,4
2698,7
2699,1
2700,4
2701,7
2702,2
2703,2
2704,8
2705,5
2706,3
2707,7
2708,5
2709,4
2710,2
2711,1
2712,5
2713,5
2714,6
2715,7
2716,1
2717,2
2718,8
2719,3
2720,4
2721,3
2722,7
2723,2
2724,6
2725,4
2726,4
2727,3
2728,3
2729,5
2730,4
2731,8
2732,8
2733,7
2734,7
2735,2
2736,5
2737,5
2738,4
2739,7
2740,6
2741,8
2742,7
2743,3
2744,2
2745,7
2746,6
2747,2
2748,7
2749,5
2750,4
2751,7
2752,4
2753,7
2754,6
2755,2
2756,8
2757,1
2758,4
2759,3
2760,8
2761,5
2762,6
2763,7
2764,5
2765,2
2766,3
2767,4
2768,2
2769,7
2770,5
2771,5
2772,2
2773,3
2774,1
2775,3
2776,4
2777,8
2778,3
2779,2
2780,8
2781,2
2782,4
2783,2
2784,5
2785,1
2786,3
2787,7
2788,3
2789,6
2790,1
2791,1
2792,7
2793,8
2794,2
2795,3
2796,3
2797,4
2798,7
2799,3
2800,5
2801,3
2802,2
2803,2
2804,7
2805,5
2806,3
2807,5
2808,5
2809,7
2810,4
2811,3
2812,6
2813,7
2814,1
2815,3
2816,4
2817,7
2818,3
2819,4
2820,4
2821,8
2822,3
2823,5
2824,1
2825,6
2826,2
2827,8
2828,8
2829,1
2830,8
2831,4
2832,1
2833,6
2834,1
2835,1
2836,7
2837,7
2838,6
2839,3
2840,1
2841,1
2842,1
2843,8
2844,7
2845,6
2846,1
2847,2
2848,4
2849,5
2850,5
2851,6
2852,4
2853,6
2854,5
2855,8
2856,1
2857,1
2858,2
2859,5
2860,2
2861,4
2862,2
2863,6
2864,8
2865,6
2866,2
2867,4
2868,5
2869,8
2870,3
2871,6
2872,4
2873,7
2874,3
2875,1
2876,8
2877,4
2878,4
2879,6
2880,1
2881,4
2882,4
2883,2
2884,6
2885,4
2886,7
2887,2
2888,3
2889,7
2890,1
2891,4
2892,4
2893,6
2894,3
2895,7
2896,1
2897,4
2898,2
2899,3
2900,5
2901,3
2902,3
2903,6
2904,5
2905,3
2906,1
2907,5
2908,2
2909,3
2910,3
2911,2
2912,3
2913,3
2914,5
2915,7
2916,3
2917,6
2918,7
2919,6
2920,3
2921,6
2922,7
2923,2
2924,6
2925,2
2926,7
2927,4
2928,2
2929,4
2930,6
2931,8
2932,1
2933,4
2934,8
2935,3
2936,1
2937,5
2938,1
2939,4
2940,7
2941,3
2942,6
2943,7
2944,6
2945,5
2946,5
2947,8
2948,2
2949,5
2950,7
2951,6
2952,4
2953,3
2954,4
2955,3
2956,2
2957,3
2958,1
2959,4
2960,7
2961,4
2962,6
2963,1
2964,8
2965,6
2966,2
2967,6
2968,4
2969,3
2970,1
2971,8
2972,6
2973,4
2974,6
2975,1
2976,2
2977,2
2978,8
2979,3
2980,2
2981,5
2982,2
2983,8
2984,8
2985,2
2986,6
2987,1
2988,4
2989,1
2990,7
2991,3
2992,5
2993,8
2994,7
2995,4
2996,1
2997,8
