,cfo_demod,gain_imb,iq_imb,or_off,quadr_err,m_power,ph_err,mag_err,evm,Tosc,Tmix
17,-306.119537354,-0.00263766292,-30.3647956848,-35.7689857483,-3.47355747223,-1.03706049919,1.19251859188,2.58223485947,3.28015756607,25.7,36.7
18,583.088745117,0.08507096767,-34.3486366272,-28.9754638672,2.12330937386,0.16780482233,1.10265254974,1.5993822813,2.46666789055,6.6,13.8
19,212.909194946,0.07142210752,-34.8742141724,-28.2832622528,2.01288056374,-0.59321159124,1.12699151039,1.45157718658,2.42339205742,54.6,63.3
20,-21.653339386,-0.0400159657,-29.4708747864,-37.1962280273,-3.84081864357,0.39510819316,1.5459830761,3.5368077755,4.24307203293,13.6,25.9
21,-1052.69140625,0.06501870602,-40.9033508301,-28.0289573669,0.93943786621,0.00442075543,1.07501447201,0.88141590357,2.04364967346,56.1,63.4
22,-393.627258301,0.02128839679,-31.935710907,-31.5780162811,2.87857222557,-1.60054969788,1.2523239851,2.14157342911,3.0662894249,50.3,56.1
23,-319.1690979,0.1109848246,-33.0169410706,-28.1467533112,2.45311355591,-0.74895888567,1.23116314411,1.8841574192,2.84531593323,55.1,62.6
24,562.139892578,0.07231140882,-34.479888916,-28.3239555359,2.13115811348,-0.55421888828,1.16935837269,1.53894686699,2.52904295921,40.3,48.0
25,-555.968811035,0.06346774846,-46.2062568665,-26.611082077,0.37319129705,-1.4474439621,1.06330990791,0.53269428015,1.73131167889,36.8,44.6
26,-1003.16174316,0.08467619866,-38.7139549255,-27.4066562653,1.20564448833,0.89023607969,1.1643512249,1.01234602928,2.27382349968,2.1,9.1
27,-624.520874023,-0.0594195202,-29.9314861298,-38.0279006958,-3.63009524345,0.49472516775,1.50249552727,3.55326461792,4.20453834534,26.3,43.1
28,-643.364807129,0.11041437089,-34.8843574524,-29.5124206543,1.93218708038,-1.04707086086,1.33366906643,1.49654972553,2.51044297218,51.1,59.1
29,-475.134338379,-0.00739618065,-30.4322013855,-35.2892684937,-3.44641780853,-1.14340019226,1.1549834013,2.56832265854,3.24005270004,32.6,43.1
30,-546.324890137,0.04809526354,-45.0635032654,-26.9523639679,0.55548220873,-1.15687847137,1.07069444656,0.58285433054,1.93607413769,45.7,53.2
31,-193.44744873,0.09182640165,-32.0539131165,-29.2809104919,2.79079818726,-0.42054069042,1.22103059292,2.11844825745,2.96990394592,23.3,32.7
32,-343.754455566,0.00969768036,-29.9697036743,-37.7487716675,-3.63458609581,0.57397484779,1.56304097176,3.32120013237,4.10430288315,7.6,21.3
33,-822.265441895,0.06355717033,-38.6138534546,-28.3555603027,1.19161188602,0.418014884,0.99782449007,1.00756251812,1.98364055157,24.9,33.9
34,-540.063598633,0.04940908775,-48.2952957153,-27.4159622192,0.29700222611,-0.88663798571,1.078104496,0.51659011841,1.84169089794,28.2,37.6
35,-368.75012207,-0.06826899201,-29.7910270691,-38.0327644348,-3.68325805664,0.59346073866,1.40197515488,3.60237765312,4.21948480606,29.8,46.9
36,-356.508300781,0.08576612175,-32.9700012207,-27.9204730988,2.51092267036,-1.29310619831,1.15420722961,1.87358391285,2.80833220482,55.1,62.8
37,-541.122741699,0.06610801816,-31.5495319366,-31.1624259949,3.01970696449,-1.20856630802,1.35816979408,2.18297815323,3.2052834034,43.3,49.3
38,-244.174530029,-0.01378174499,-29.5946655273,-36.2666664124,-3.79433965683,-0.75518530607,1.35132300854,2.81092143059,3.611307621,5.6,14.7
39,-404.972198486,-0.02253654413,-30.1557502747,-35.9385185242,-3.55505537987,-0.80111986399,1.26349103451,2.61406826973,3.36186623573,29.1,39.9
40,-176.256286621,-0.02337331511,-30.0407543182,-36.3601150513,-3.60225725174,-0.69138157368,1.2309346199,2.75269007683,3.43045258522,17.4,26.3
41,-84.3566055298,0.04841962084,-31.4904022217,-30.2103919983,3.02873802185,-0.21263737977,1.3000395298,2.24218249321,3.1792383194,10.8,18.1
42,-494.546173096,0.1125876382,-36.9737510681,-29.482460022,1.44366288185,-0.67356485128,1.22578895092,1.1761931181,2.43470549583,33.1,41.3
43,-520.268066406,0.05500503257,-44.5572052002,-27.1969795227,0.57285308838,-1.32714295387,0.99600344896,0.59392136335,1.73809206486,51.6,58.8
44,-365.419372559,0.08065059781,-36.212184906,-29.7425765991,1.69047176838,-0.73322999477,1.13612341881,1.41218459606,2.40513205528,47.9,55.5
45,-311.753845215,-0.02259363979,-29.3573589325,-36.7199859619,-3.89762687683,0.41128271818,1.49682426453,3.45200443268,4.15500307083,3.5,17.5
46,-473.575561523,0.01212687232,-31.5112781525,-33.763168335,3.0432434082,-0.86195290089,1.25995540619,2.28033542633,3.16167140007,-0.4,7.1
47,-1103.58886719,0.00616178056,-31.6129970551,-31.8732795715,2.99880647659,-1.06135356426,1.36408090591,2.2200152874,3.21975493431,24.4,33.0
48,-354.742156982,0.08393788338,-32.912437439,-28.1969909668,2.53112125397,-0.92410683632,1.23141956329,1.9478880167,2.84196949005,55.1,62.8
49,-976.298034668,0.09067165852,-40.1021347046,-27.7233161926,0.99941205978,0.06835448742,1.13306868076,0.90046739578,2.14722275734,47.4,54.7
50,-899.833740234,0.09870045632,-38.8970375061,-28.2238483429,1.12641811371,0.47303548455,1.21184241772,0.95822000504,2.28862285614,28.3,36.9
51,-446.42276001,0.09929522872,-35.5280532837,-29.5253181458,1.86429584026,-1.24732625484,1.06946861744,1.50978505611,2.3643758297,54.1,62.4
52,-12.1847820282,-0.01217752602,-29.7763500214,-36.3452148438,-3.71574234962,-1.03057813644,1.26642644405,2.77519226074,3.50092864037,15.1,23.4
53,-121.508605957,-0.02902935073,-29.6866836548,-35.9264144897,-3.75057983398,-0.78768444061,1.33717572689,2.7297565937,3.42933917046,14.8,23.1
54,-519.867370605,0.06453361362,-38.6964569092,-29.9414215088,1.26153421402,-0.58868080378,1.17691218853,1.02654135227,2.34612703323,27.9,36.9
55,499.405395508,0.09368678182,-34.2718811035,-28.3712406158,2.12778162956,-0.17425315082,1.13517272472,1.55299651623,2.48451972008,26.8,35.9
56,-396.675231934,0.06373293698,-46.2283096313,-27.6375846863,0.36905559897,-0.85568273068,1.01707136631,0.49741965532,1.81657898426,21.7,30.7
57,-730.578857422,-0.05276228487,-29.5955028534,-38.1622161865,-3.79327869415,0.10969961435,1.58957493305,3.55966615677,4.37232160568,31.6,48.1
58,-977.751525879,0.06170677394,-31.8187122345,-31.9541149139,2.91017103195,-1.31141066551,1.38976049423,2.15162873268,3.27694416046,22.0,31.0
59,-963.597167969,0.07705725729,-39.7636413574,-27.7210826874,1.06213879585,0.03446087241,1.01930189133,0.89797312021,1.95950245857,48.1,55.2
60,-470.702941895,0.065038234,-45.7530326843,-27.0879840851,0.40631428361,-0.99151533842,1.05157005787,0.51578885317,1.81739783287,28.1,37.5
61,-1044.63208008,0.11044912785,-38.3141136169,-27.9768009186,1.18534862995,0.24088186026,1.19305253029,0.94572740793,2.25665616989,48.3,55.6
62,-216.743484497,-0.01443668827,-30.114812851,-36.5182418823,-3.57369160652,-1.05559098721,1.27645266056,2.61751437187,3.40574383736,28.9,39.8
63,-223.060180664,0.04970765859,-50.8556060791,-27.378408432,0.01784045435,-0.46057206392,1.04569149017,0.39352461696,1.77714622021,2.9,11.3
64,-306.185302734,0.08067624271,-45.3109512329,-27.5802383423,0.32147780061,-0.83269649744,0.9775993228,0.48723676801,1.77838408947,26.3,36.0
65,-612.715881348,0.03186405823,-31.7341747284,-34.6774559021,2.95975327492,-0.84447681904,1.40887570381,2.23693037033,3.32711076736,4.9,11.8
66,-576.56048584,0.08800501376,-38.6699638367,-27.7598228455,1.202724576,0.3465128541,0.99008363485,0.97831040621,1.91396975517,39.5,46.9
67,-923.046081543,0.02017175592,-31.8647003174,-31.2811393738,2.91993832588,-1.16706752777,1.35808610916,2.16189169884,3.20877170563,19.4,26.1
68,-350.824707031,0.08416040987,-32.8652458191,-28.1892356873,2.5452477932,-1.01756155491,1.12840902805,1.96418309212,2.77894306183,55.0,62.4
69,-936.005187988,0.04846698418,-39.2535820007,-27.6790828705,1.20707881451,0.85885882378,1.1208884716,0.98288357258,1.93730056286,2.5,9.4
70,-712.057189941,0.05532501638,-47.9049301147,-27.4704532623,0.28202193975,-0.99446350336,1.0706820488,0.53150093556,1.89514195919,26.1,36.0
71,-930.257995605,0.08653298765,-39.3713874817,-27.8161201477,1.09166824818,0.00433509424,1.2333086729,0.95338106155,2.32224774361,49.8,57.1
72,-186.695556641,-0.02278102562,-29.3077163696,-37.7645950317,-3.91993427277,0.4920694232,1.57881987095,3.48364448547,4.28238153458,3.4,16.5
73,613.616943359,0.06805816293,-34.1026878357,-28.7909736633,2.21420741081,0.23150673509,1.12509858608,1.61581206322,2.54668307304,2.1,9.8
74,-512.452087402,-0.03829405084,-29.6438293457,-38.9676437378,-3.76556706429,0.23952248693,1.59064161777,3.55735874176,4.33745193481,33.4,49.9
75,-335.253509521,-0.0413579531,-30.0199985504,-37.2566947937,-3.60387420654,0.17523753643,1.51586675644,3.31344532967,4.09085845947,36.7,52.9
76,-151.240158081,-0.02120161243,-30.1207542419,-35.9969711304,-3.56977963448,-0.97044289112,1.26762032509,2.62408924103,3.38872027397,25.4,36.5
77,607.309082031,0.06826260686,-34.1264343262,-28.7731552124,2.20763754845,0.08039351553,1.1489084959,1.64431536198,2.58960366249,2.1,9.8
78,-495.699981689,0.00600864319,-31.4729118347,-32.7994689941,3.0575067997,-0.67267435789,1.32097244263,2.30043244362,3.22438406944,3.4,10.3
79,-1127.93432617,0.09194422513,-38.9418373108,-28.1804504395,1.17235422134,0.26926961541,1.24716091156,0.98474377394,2.3970272541,36.3,44.0
80,-315.163635254,0.11550320685,-35.1611824036,-29.0632133484,1.84935081005,-1.24096131325,1.19753813744,1.51442098618,2.55576324463,53.9,62.2
81,552.833862305,0.0671499297,-33.9865837097,-28.932964325,2.24640035629,0.10556170344,1.18559002876,1.60837697983,2.59059238434,5.5,12.6
82,-239.005355835,-0.03016390838,-30.3316745758,-38.0096931458,-3.48118519783,-0.0401881896,1.44055330753,3.52738237381,4.14600133896,44.3,60.8
83,-381.378814697,-0.01471828204,-30.1018066406,-35.7714500427,-3.57899522781,-1.07414293289,1.23250854015,2.66840100288,3.39471578598,24.4,34.5
84,558.182739258,0.09020029008,-34.2790107727,-28.7424850464,2.13243293762,-0.04978496581,1.08044815063,1.64854073524,2.56842851639,19.9,26.8
85,-941.947265625,0.08052030951,-39.3327484131,-27.9893856049,1.11758971214,0.79010272026,1.1154333353,0.93764775991,2.16143679619,5.3,12.0
86,260.625335693,0.06359520555,-35.4771194458,-27.9505748749,1.88250255585,-0.79183524847,1.06154036522,1.39590287209,2.30761814117,54.7,62.9
87,-214.421798706,0.08259234577,-31.9991188049,-29.0630149841,2.8261051178,-0.46543139219,1.14828491211,2.14156341553,3.06753826141,19.9,28.4
88,-268.896179199,0.06391075999,-31.9336967468,-29.2400341034,2.87005329132,-0.37252160907,1.20469737053,2.13028979301,2.94460916519,16.8,23.4
89,-239.176681519,-0.01436408702,-29.7259101868,-35.8161392212,-3.73734641075,-0.88485568762,1.21791887283,2.83413410187,3.5107281208,0.7,10.8
90,-371.371643066,0.08523091674,-32.571685791,-29.0313358307,2.6791434288,-0.72045558691,1.2688485384,2.04594445229,2.92588973045,38.9,46.3
91,-312.223327637,-0.05670202896,-29.3836517334,-37.0103645325,-3.87068772316,0.35338607431,1.48959600925,3.63472437859,4.3320813179,27.5,44.8
92,-248.696166992,-0.07746962458,-28.8971881866,-37.8029251099,-4.08068990707,0.53812587261,1.42727565765,3.65068650246,4.28033733368,3.6,18.1
93,-461.830352783,-0.04117484763,-30.1851005554,-36.2616195679,-3.53576350212,-0.8703520298,1.22311592102,2.62988233566,3.30941224098,29.9,40.7
94,-365.888580322,0.09839025885,-32.2085227966,-29.4997138977,2.73363471031,-0.47208032012,1.26582324505,2.05595779419,2.94416427612,26.4,35.5
95,-251.352340698,0.0631326437,-48.4020118713,-26.913356781,0.12762549519,-0.56943100691,1.15688228607,0.45230406523,1.94978094101,4.6,13.1
96,-156.010223389,-0.01560409088,-29.9311923981,-36.2438354492,-3.64983797073,-1.01265752316,1.2179530859,2.71225953102,3.43539428711,19.5,28.4
97,319.839141846,0.08379226178,-34.2982711792,-28.131149292,2.13871192932,-0.38257753849,1.127592206,1.56128287315,2.52016282082,32.3,40.6
98,567.572631836,0.06265258044,-34.1862182617,-28.8339195251,2.19914340973,-0.1333347708,1.18509197235,1.64779150486,2.63800692558,3.9,11.2
99,-836.473632813,0.02802754752,-31.5457935333,-33.2627449036,3.02659010887,-0.81470358372,1.36612737179,2.32574129105,3.29060602188,14.6,21.1
100,-373.388031006,-0.02201178484,-29.6064910889,-36.3454704285,-3.78748726845,-0.76228410006,1.33335852623,2.88169264793,3.65522575378,0.4,10.0
101,-204.124633789,0.0876821354,-32.079990387,-29.4323806763,2.79220342636,-0.41348075867,1.22469329834,2.15538716316,3.05806279182,22.5,32.0
102,-405.171142578,-0.04892585799,-30.0736694336,-36.2967224121,-3.57741498947,0.02184520848,1.49520158768,3.5262055397,4.20240831375,28.6,46.1
103,540.092346191,0.07697618008,-34.1673355103,-28.9845943451,2.18427753448,0.21784931421,1.06486356258,1.63560676575,2.4513657093,6.3,13.6
104,-665.722229004,-0.04160036519,-30.194852829,-38.3587226868,-3.53155446053,0.11607504636,1.51976907253,3.64686465263,4.34052181244,28.3,45.7
105,-307.878723145,0.04679051042,-32.0395698547,-31.4332084656,2.84806776047,-1.5582934618,1.31054985523,2.08857035637,3.09281563759,56.6,62.1
106,-388.264923096,-0.03147320077,-30.7153053284,-35.9859428406,-3.33458542824,-1.07193648815,1.19033920765,2.46768283844,3.20602607727,38.1,48.6
107,-1031.16308594,0.06644301116,-38.904586792,-28.1664581299,1.2237803936,0.54700547457,1.20948290825,0.98544710875,2.2360932827,20.4,29.7
108,-656.479125977,-0.07550421357,-28.9073352814,-37.8191795349,-4.07745552063,0.1657845676,1.56622838974,3.79141688347,4.52799129486,36.0,52.4
109,-434.754180908,0.05992796272,-44.0431518555,-27.4444789886,0.60109549761,-1.31336426735,1.06988787651,0.61258327961,1.87184107304,53.5,60.6
110,-374.2137146,0.09068907797,-33.0532989502,-28.0667686462,2.47813606262,-0.8966575861,1.22090160847,1.86668264866,2.81914687157,55.1,62.5
111,-911.241210938,0.06982709467,-38.3035469055,-27.8411655426,1.31467223167,0.85959905386,1.16122925282,1.0418163538,2.26628661156,4.1,10.9
112,-404.832244873,0.08031205088,-32.3315315247,-29.2939376831,2.7189822197,-0.52654618025,1.24637901783,2.02709984779,3.00350093842,30.0,38.4
113,-444.430999756,0.09348805994,-32.3880081177,-29.2387294769,2.68220162392,-0.37466424704,1.23156917095,2.05429816246,2.93382787704,31.5,39.7
114,-243.591491699,0.0506063886,-46.804599762,-27.1711139679,0.40326803923,-0.9802775383,1.06826972961,0.50971716642,1.87684702873,24.9,35.0
115,-360.722839355,-0.01652733795,-30.4085464478,-35.5103912354,-3.45443987846,-1.12605845928,1.18559741974,2.55492949486,3.31206798553,33.8,44.4
116,-395.542022705,0.04811894521,-46.053527832,-30.450334549,0.4743950665,-0.23560640216,1.03255045414,0.55810433626,1.76628124714,1.6,9.4
117,-416.240844727,0.08724033087,-45.8017730713,-27.0977516174,0.11865554005,-0.75181877613,1.02375650406,0.4562407732,1.82764136791,4.6,12.9
118,-105.295944214,0.04130571708,-32.3208770752,-29.1814060211,2.76006913185,-0.35632938147,1.2081412077,2.12231659889,2.94725108147,19.9,28.7
119,-367.138824463,0.10619406402,-32.5013694763,-28.319311142,2.62465381622,-0.79416793585,1.39895951748,1.93230080605,3.09816527367,54.1,61.3
120,-406.033691406,0.05787828192,-33.3591918945,-28.2344989777,2.36247706413,-0.99214923382,1.15772259235,1.85318756104,2.75519251823,52.9,59.9
121,-434.885681152,-0.01415510289,-30.198009491,-36.4656600952,-3.53967237473,-0.9409737587,1.25090193748,2.57649922371,3.34769940376,26.9,38.0
122,6.66600608826,0.08217490464,-31.9454460144,-29.8551158905,2.97694301605,-0.41692042351,1.35541629791,2.1675620079,3.23100757599,7.1,14.0
123,-430.154937744,0.07376018167,-45.1786689758,-27.3740196228,0.40220594406,-0.87030303478,1.12126350403,0.48286375403,1.9649657011,24.8,34.6
124,9.83157634735,0.07115200907,-31.6968212128,-30.0147800446,2.9428229332,-0.22484491766,1.25389766693,2.23300170898,3.10115909576,7.1,14.0
125,-422.868499756,-0.06698283553,-29.5915851593,-38.5359153748,-3.77101159096,0.06886377931,1.47852981091,3.743663311,4.37063074112,42.2,58.6
126,-573.028869629,0.03866407648,-45.4920806885,-27.282333374,0.55291062593,-1.31931638718,1.10384559631,0.58734315634,1.96789646149,49.1,56.4
127,-591.195983887,-0.04298422113,-30.2227611542,-36.2855758667,-3.51944446564,-0.88775652647,1.27959024906,2.6247241497,3.39862060547,26.0,37.2
128,-416.2059021,-0.08327443153,-28.954750061,-37.35912323,-4.04832839966,0.29205232859,1.53580403328,3.62640690804,4.35555934906,6.1,19.8
129,-232.648132324,-0.01790045947,-29.5510520935,-36.0629653931,-3.81269192696,-0.84130585194,1.31812763214,2.87932801247,3.64014363289,0.5,10.3
130,-431.384857178,-0.01751500927,-30.1745223999,-35.3275794983,-3.54860544205,-1.14036893845,1.11347436905,2.54864645004,3.1868622303,32.9,43.6
131,-145.011306763,0.0955170691,-32.1586341858,-29.1807632446,2.76018238068,-0.68838483095,1.20530688763,2.06872534752,2.93527626991,27.6,36.3
132,-388.558380127,-0.04506614059,-28.8619289398,-38.2017669678,-4.11852407455,0.64681684971,1.50437271595,3.70675849915,4.35510730743,8.1,21.8
133,-899.233032227,0.08166716993,-37.9260864258,-27.7797412872,1.35148525238,0.92726713419,1.25953567028,1.06677210331,2.4192545414,4.5,11.2
134,-289.78338623,-0.04505937546,-29.0505065918,-37.6845626831,-4.02968358994,0.40740898252,1.50919103622,3.62916922569,4.29544401169,5.1,19.4
135,86.2324142456,0.07494693995,-39.346282959,-30.4095878601,1.22697007656,-0.15803286433,1.15374398232,1.03171491623,2.23005962372,12.4,19.8
136,-344.624023438,0.06285920739,-46.0878753662,-30.6266422272,0.38897928596,-0.11930158734,0.96149939299,0.58057039976,1.74890649319,1.3,9.4
137,-217.579421997,0.06413791329,-32.1080131531,-29.6944770813,2.81061601639,-0.32481318712,1.17660665512,2.14930939674,2.96001553535,16.4,23.3
138,-737.979003906,0.04309246689,-31.9792900085,-32.0930213928,2.87064480782,-1.45581805706,1.2716780901,2.17677736282,3.13820624352,39.0,45.6
139,-462.023925781,0.04125934467,-47.5204658508,-27.3518104553,0.39791658521,-0.91723036766,1.00802707672,0.51444852352,1.89301204681,23.3,33.1
140,337.175506592,0.04082445055,-35.4803733826,-28.0503959656,1.90529322624,-0.61703062058,1.03853654861,1.43046045303,2.28666472435,54.5,62.4
141,-148.782440186,0.0533040911,-38.708530426,-30.4782390594,1.28222632408,-0.41131603718,1.1599946022,1.00676810741,2.21699261665,13.4,20.9
142,-926.051025391,0.07733948529,-38.7090873718,-27.7412261963,1.15619218349,0.90698736906,1.13510537148,1.02108263969,2.24022555351,5.2,12.0
143,-648.654602051,0.07432175428,-37.0940322876,-29.4091129303,1.5242317915,-0.95987480879,1.11820089817,1.16934776306,2.25509428978,37.5,45.5
144,-119.364982605,0.06679647416,-47.6860618591,-27.1717720032,0.17198075354,-0.73495304585,1.1393712759,0.44202074408,1.97180008888,16.1,24.8
145,-204.26763916,0.10388005525,-31.9499664307,-29.6677398682,2.81220912933,-0.25124901533,1.18952763081,2.07799458504,2.89602947235,20.0,27.3
146,-307.587799072,-0.06429114193,-29.5984287262,-39.1096458435,-3.77003550529,0.29346400499,1.51878929138,3.57626199722,4.25323343277,23.1,37.7
147,345.118682861,0.05182617158,-34.5668792725,-28.3693695068,2.11424875259,-0.43378823996,1.07276082039,1.59783136845,2.42923879623,41.3,48.8
148,-12.5782232285,0.07540887594,-31.1947517395,-30.5759811401,3.11783456802,-0.47504147887,1.35736584663,2.23227286339,3.2366271019,1.0,8.4
149,-284.474487305,0.04548761621,-44.2818374634,-27.1140766144,0.63235259056,-1.56640899181,0.97400206327,0.59337061644,1.85251510143,52.9,60.1
150,329.356201172,0.06055624411,-35.2176475525,-28.121887207,1.9363039732,-0.52561044693,1.12406766415,1.43542194366,2.39490818977,54.3,62.0
151,-932.570617676,0.0804515779,-38.6023521423,-28.3176593781,1.23688328266,0.88518774509,0.96971344948,1.02871763706,1.93057727814,5.2,11.9
152,-436.570587158,0.04950586706,-31.6421928406,-31.5905723572,2.98805379868,-1.39905762672,1.36718332767,2.18412423134,3.17982888222,50.6,56.5
153,-420.040924072,-0.02019587904,-30.3333568573,-35.7872581482,-3.48364400864,-1.02892887592,1.25905120373,2.50949978828,3.33796405792,37.1,47.6
154,-529.202026367,0.03982884809,-32.3386955261,-31.2995643616,2.75530338287,-1.61355853081,1.26520371437,2.0665345192,3.03193235397,58.3,64.1
155,-468.675567627,-0.02940959856,-30.4024276733,-36.9109573364,-3.45315337181,-1.0876096487,1.24832284451,2.47976303101,3.27770996094,41.1,51.7
156,-131.853164673,0.0800371021,-32.2848739624,-29.3797855377,2.73452806473,-0.603954494,1.22269403934,2.12547802925,2.98763179779,27.6,36.3
157,-128.759933472,0.02315465361,-31.7954216003,-30.5436668396,2.94240117073,-0.43262380362,1.22170734406,2.18101787567,3.05663394928,4.8,11.4
158,604.272277832,0.0605243668,-34.334602356,-28.9472427368,2.1632130146,0.1725295037,1.15932583809,1.59531974792,2.55755233765,2.1,9.8
159,-375.703552246,0.09581405669,-33.3485336304,-28.2559604645,2.38171935081,-0.90612864494,1.19645428658,1.87300801277,2.79759979248,54.6,61.8
160,-269.796081543,-0.03809281066,-29.0609035492,-38.5643615723,-4.02796554565,0.300036937,1.59717166424,3.58982348442,4.3550028801,7.5,20.5
161,-867.397216797,0.03452117369,-31.6856594086,-31.3299293518,2.97511696815,-0.94587033987,1.30332350731,2.17619562149,3.14202022552,20.2,27.2
162,-259.566192627,0.06812597066,-46.9394645691,-27.0452308655,0.39703890681,-0.88264107704,1.05186986923,0.52077233791,1.88258266449,19.3,27.1
163,-135.514923096,-0.00477468455,-30.0259590149,-35.8012466431,-3.61155462265,-1.13651883602,1.27627754211,2.62742900848,3.41290092468,20.6,29.4
164,-622.862731934,0.07567267865,-47.0245094299,-27.3088855743,0.12693564594,-0.64363366365,0.99288892746,0.4534317255,1.78538668156,11.1,19.8
165,-311.127929688,0.07563264668,-32.9602279663,-28.4915885925,2.52799630165,-0.96745759249,1.28331875801,1.87219846249,2.88640761375,48.6,55.5
166,413.171386719,0.06376685947,-34.6650238037,-27.9844646454,2.07546067238,-0.71722769737,1.13645100594,1.51291108131,2.50727152824,43.1,50.6
167,491.890625,0.06117419899,-34.5614318848,-28.314496994,2.10472631454,-0.31720384955,1.09826111794,1.50872993469,2.43440961838,38.3,46.1
168,-639.713134766,0.09550273418,-36.3028106689,-29.7298984528,1.66590535641,-0.73550421,1.21170639992,1.37524652481,2.47309017181,42.1,50.0
169,-506.694396973,0.05637130886,-47.3279838562,-27.2824077606,0.32352897525,-1.09558093548,0.98163062334,0.48004296422,1.72069871426,23.9,33.8
170,608.764709473,0.07504548877,-34.5040779114,-28.569776535,2.09969067574,0.27792480588,1.01215827465,1.58894920349,2.35021042824,4.8,11.9
171,-667.691162109,-0.0550638102,-29.5748214722,-37.8103866577,-3.78674578667,0.34896466136,1.53585541248,3.55889201164,4.30845785141,28.1,45.4
172,-593.354003906,-0.01196600311,-30.3105964661,-36.5719909668,-3.49443745613,-0.77156990767,1.23096060753,2.68115520477,3.37625336647,27.0,38.1
173,-319.424194336,0.0482734032,-51.1093521118,-27.0799465179,0.01772519387,-0.57638311386,0.97086197138,0.43712934852,1.6680918932,4.0,12.6
174,-79.864402771,0.08425372839,-31.5955924988,-30.058889389,2.97444844246,-0.40527692437,1.32338583469,2.20828580856,3.19479107857,12.6,20.1
175,-690.812927246,0.02290370874,-31.5242023468,-33.6203269958,3.03601908684,-0.80462342501,1.29882669449,2.28901815414,3.23877620697,9.6,16.5
176,557.77557373,0.07698028535,-34.297454834,-28.7622852325,2.14904975891,0.12805746496,1.03394246101,1.61052513123,2.38160204887,10.4,17.4
177,-204.401657104,-0.01386782341,-30.5759792328,-36.0692062378,-3.3889811039,-1.0699493885,1.22420120239,2.49868869781,3.24754309654,40.1,50.6
178,-585.897827148,0.08671341836,-35.5673599243,-29.1137161255,1.82104110718,-1.12064385414,1.20516955853,1.45757091045,2.54280948639,46.9,54.6
179,-293.796356201,0.06656220555,-48.2610435486,-27.2287273407,0.0565061532,-0.72018897533,0.96580690146,0.45322281122,1.75544023514,6.4,14.9
180,-557.218200684,0.0355627574,-32.0984458923,-31.6531085968,2.83570575714,-1.27794373035,1.26153516769,2.15226888657,3.05595588684,46.4,52.4
181,-768.68536377,0.01236055233,-31.6113109589,-32.249004364,3.00834655762,-0.80541557074,1.33882129192,2.19758629799,3.14446616173,18.9,25.1
